Item_ID	Sentence	Pre	ParentString	WordAfterAll	Partitive	ParentNode	NoPreNode	GrammFunction	Objects	NPNiteID	Head	JFQ_Head	CndP_Head	Information_Head_3gram	Length_Head_3gram	FQ_Head	P_Head
2154:14	what are you all trying --n402b72 to do --n402b81 long term.	you	you all	trying	no	NP-SBJ-N402B72		NP-SBJ-N402B72	NP-IOBJ	sw2022_s62_503							
2158:73	he ha-, you know, his retirement plan and then to coda and stuff like that, that's all we,	's	's all we		no	VP		NP-PRD	NP-OTHER	sw2022_s65_523	we	20	0.0024116724948752	7.17634938037814	1	8293 	0.00691441730630377
2236:13	that's about all for mine.	about	's about all for mine	for	no	VP		NP-PRD		sw2022_s121_504							
2265:43	and i, i really enjoyed, you know, all the little things --n40084c that you find --n40085f out about texas.	know	enjoyed, you know, all the little things --n40084c that you find --n40085f out about texas	the	the	VP		NP	NP-OTHER	sw2024_s13_513	things	56	0.0319634703196347	9.41989041305399	1	1752 	0.00146075715912748
2323:25	and as you probably well know, all of us are our own customer.	know	and as you probably well know, all of us are our own customer.	of	yes	S		NP-SBJ	NP-OTHER	sw2024_s52_507	us	15	0.0314465408805031	11.2990360181796	1	477 	0.000397706144351489
2328:217	um, every now and then i'm loaned --n402668 a tape i can stick --n402687 in the, uh, in the car cassette set on the way home to make the drive more enjoyable, talking about, uh, better outlooks on things and the philosophy of, of pat hagerty and these kind of, uh, mind stimulating philosophy type. which --n40276a all, you know, betters yourself.		--n40276a all	,	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2024_s55_562	you	38	0.00169923534409516	5.74509217703754	1	22363 	0.01864549791642
2361:28	um, our supervisor, uh, subtly bought all of us a book called what every supervisor should know --n403583. by a man, man named doctor bittel, b i t t e l	bought	bought all of us a book called what every supervisor should know --n403583. by a man, man named doctor bittel, b i t t e l	of	yes	VP		NP	NP-OBJ	sw2024_s74_506	us	15	0.0314465408805031	11.2990360181796	1	477 	0.000397706144351489
2409:20	and, and all that kind of rolls in together there,		and, and all that kind of rolls in together there,	that	the	S		NP-SBJ		sw2024_s106_505	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
2472:33	and we have a lot of government folks come in all the time	in	come in all the time	the	the	VP		NP-TMP		sw2027_s29_510	time	146	0.077991452991453	9.32425993824677	1	1872 	0.00156080901934169
2520:16	and it went up all the way to the head of facilities, complaining that we were wearing shorts.	up	up all the way to the head of facilities	the	the	PP		NP-ADV		sw2027_s64_505	way	40	0.0361990950226244	10.0853293247094	1	1105 	0.000921310879472527
2539:23	and you can call them culottes all you want --n40318d	culottes	call them culottes all you want --n40318d		no	VP		NP-ADV	NP-OTHER	sw2027_s76_507	you	38	0.00169923534409516	5.74509217703754	1	22363 	0.01864549791642
2541:11	that's all they were --n40326e.	's	's all they were --n40326e		no	VP		NP-PRD	NP-OTHER	sw2027_s78_503	they	25	0.00229210598698084	6.78101934136828	1	10907 	0.00909388032797
2626:75	when i was looking at her materials --n405216 when she first started, you know, --n40523d she had her benefits package and all that kind of stuff.	and	her benefits package and all that kind of stuff	that	the	NP		NP	NP-OTHER	sw2027_s134_523	kind	36	0.0167208546214584	9.12239141893093	1	2153 	0.0017950971253433
2913:78	it's amazing to me because i have only lived in dallas for three years, and i can not believe that the wind blows all the time.	blows	blows all the time	the	the	VP		NP-TMP		sw2028_s75_525	time	146	0.077991452991453	9.32425993824677	1	1872 	0.00156080901934169
3146:40	and, and, yeah, i take care of all the air modeling, specifically for the dallas area.	of	of all the air modeling, specifically for the dallas area	the	the	PP		NP	NP-OTHER	sw2028_s214_510	modeling	1	0.2	18.1938537814876	1	5 	4.16882750892546e-06
3147:49	what we do --n406935, we have a weather station, that we get all of this information, you know, temperature, wind speed, wind direction --n4069a0,	get	get all of this information, you know, temperature, wind speed, wind direction --n4069a0	of	yes	VP		NP	NP-OBJ	sw2028_s215_516	information	8	0.0963855421686747	13.8363017768695	1	83 	6.92025366481626e-05
3266:27	it's like brash metal, which all they do --n401c38 is like, they have this guitar and they just bang at the guitar --n401c7b,	which	which all they do --n401c38 is like, they have this guitar and they just bang at the guitar --n401c7b		no	SBAR		NP-SBJ	NP-OTHER	sw2032_s72_509	they	25	0.00229210598698084	6.78101934136828	1	10907 	0.00909388032797
3287:75	and what you do --n40223b is, you also try --n40225a to get up on stage and jump down on top of all these other people.	of	of all these other people	these	the	PP		NP	NP-OTHER	sw2032_s85_527	people	36	0.015880017644464	9.04792163566704	1	2267 	0.0018901463925468
3422:19	and now you're singing all this stuff that, --n40493b doesn't matter what you, what you sing --n404966 or what you record --n40497d,	singing	singing all this stuff that, --n40493b doesn't matter what you, what you sing --n404966 or what you record --n40497d	this	the	VP		NP	NP-OBJ	sw2032_s176_505	stuff	76	0.0906921241050119	10.4847699689372	1	838 	0.000698695490495907
3547:98	the, the eighties are called --n406ca2, like the progressive years, or the, or, you know, like the technology years, because of all the computers and stuff.	of	because of all the computers and stuff	the	the	PP-PRP		NP	NP-OTHER	sw2032_s257_526	computers	1	0.0222222222222222	14.7344221628503	1	45 	3.75194475803291e-05
3660:10	have you all been able --n40006d to do much as a family these days.	you	you all	been	no	NP-SBJ-N40006D		NP-SBJ-N40006D	NP-IOBJ	sw2035_s3_501							
3664:10	have you all been able --n40016d to do much as, uh, as a full family these days, all of you.	you	you all	been	no	NP-SBJ-N40016D		NP-SBJ-N40016D	NP-IOBJ	sw2035_s5_501							
3664:70	have you all been able --n40016d to do much as, uh, as a full family these days, all of you.	days	do much as, uh, as a full family these days, all of you	of	yes	VP		NP-TPC	NP-OTHER	sw2035_s5_520	you	38	0.00169923534409516	5.74509217703754	1	22363 	0.01864549791642
3667:70	we've, uh, been, um, we've gone other, you know, all kinds of places,	know	gone other, you know, all kinds of places		no	VP		NP-DIR	NP-OTHER	sw2035_s7_522	kinds	59	0.453846153846154	13.1826265260643	1	130 	0.000108389515232062
3702:18	and, we just do all kinds of fun things like that	do	do all kinds of fun things like that	kinds	no	VP		NP	NP-OBJ	sw2035_s30_504	kinds	59	0.453846153846154	13.1826265260643	1	130 	0.000108389515232062
3839:54	and it's like, during the week, it's like five dollars admission per child, all day.	child	's like five dollars admission per child, all day	day	no	VP		NP-TMP		sw2035_s121_515	day	51	0.0731707317073171	10.7509102856388	1	697 	0.000581134554744209
3858:9	and then all the, the, the rides are free.	then	and then all the, the, the rides are free.		no	S		NP-SBJ		sw2035_s134_502	rides	2	0.25	17.3864988594299	1	8 	6.67012401428074e-06
3859:29	you know, of course, they have all the little video games and, you know, those little quarter rides, you know, --n40481e to, and stuff like that	have	have all the little video games and, you know, those little quarter rides, you know, --n40481e to, and stuff like that	the	the	VP		NP	NP-OBJ	sw2035_s135_509	games	5	0.0862068965517241	14.3609637673228	1	58 	4.83583991035353e-05
3978:48	as a matter of fact, uh, turner broadcasting, has been uh, broadcasting all of the james bond movies, every night this week,	broadcasting	broadcasting all of the james bond movies, every night this week	of	yes	VP		NP	NP-OBJ	sw2039_s45_512	movies	11	0.0700636942675159	12.9084515626253	1	157 	0.000130901183780259
4058:54	the interior minister of, in england, with the permanent secretary, and bureaucracy and all that.	and	the permanent secretary, and bureaucracy and all that	that	the	NP		NP	NP-OTHER	sw2039_s91_510	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
4095:37	i read about two or three novels a week, in addition to all the technical stuff.	to	about two or three novels a week, in addition to all the technical stuff	the	the	NP		NP	NP-OTHER	sw2039_s114_503	stuff	76	0.0906921241050119	10.4847699689372	1	838 	0.000698695490495907
4125:31	i think that's something we all ca-,	we	we all	ca-	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2039_s134_512							
4348:42	i, i can't get out to dance all the time	dance	dance all the time	the	the	VP		NP-TMP		sw2041_s63_514	time	146	0.077991452991453	9.32425993824677	1	1872 	0.00156080901934169
4380:7	and all you do --n4029f1 is follow along and enjoy yourself.	and	and all you do --n4029f1 is follow along and enjoy yourself.		no	S		NP-SBJ	NP-OTHER	sw2041_s84_501	you	38	0.00169923534409516	5.74509217703754	1	22363 	0.01864549791642
4447:8	for all i know --n4040ac aerobics started out here.	for	for all i know --n4040ac		no	PP		NP	NP-OTHER	sw2041_s127_502	i	42	0.00110424608912843	4.9788517281103	1	38035 	0.031712270860396
4488:30	it says ever-, all sorts of factors go into health and there's no reason to talk about one rather than another --n405470, so that they, they combined them all together.	ever-	ever-, all sorts of factors go into health	sorts	no	S		NP-SBJ	NP-OTHER	sw2041_s156_511	sorts	19	0.527777777777778	15.0645707645426	1	36 	3.00155580642633e-05
4545:25	and, i guess because they spend all day in back of their desks.	spend	spend all day in back of their desks	day	no	VP		NP-TMP		sw2041_s197_508	day	51	0.0731707317073171	10.7509102856388	1	697 	0.000581134554744209
4665:42	you get, uh, an influx of a lot of people from all over the country,	from	from all over the country	over	no	PP			NP-OTHER		country	2	0.00613496932515337	11.8495578735717	1	326 	0.00027180755358194
4729:48	but, um, just as far as watching the news and reading the papers and all that, it sounds like the crimes in the cities are really getting bad.	and	watching the news and reading the papers and all that	that	the	VP		NP-ETC		sw2051_s21_512	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
4737:30	but they had mortars and machine guns, tanks and all that.	and	mortars and machine guns, tanks and all that	that	the	NP		NP	NP-OTHER	sw2051_s26_503	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
4913:12	and they work all day,	work	work all day	day	no	VP		NP	NP-OBJ	sw2051_s134_503	day	51	0.0731707317073171	10.7509102856388	1	697 	0.000581134554744209
4944:33	you know, and they flipping me the finger and all that	and	flipping me the finger and all that	that	the	VP		NP-ETC		sw2051_s153_510	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
5081:26	i'm still trying --n400f54 to get all the d m c colors.	get	get all the d m c colors	the	the	VP		NP	NP-OBJ	sw2053_s36_509	colors	4	0.121212121212121	15.1938537814876	1	33 	2.7514261558908e-05
5085:35	i've got the kits to put them all in --n401069.	them	them all	in	no	NP		NP	NP-IOBJ	sw2053_s39_512	--n401069			3.18323826337765	1	X 	
5086:19	i don't have them all yet certainly.	them	them all	yet	no	NP		NP	NP-IOBJ	sw2053_s40_504							
5128:13	i just love all the different colors.	love	love all the different colors	the	the	VP		NP	NP-OBJ	sw2053_s69_504	colors	4	0.121212121212121	15.1938537814876	1	33 	2.7514261558908e-05
5341:8	they all were, were tapped --n400b16 into c n n.	they	they all		no	NP-SBJ-N400B16		NP-SBJ-N400B16	NP-OTHER	sw2060_s24_501							
5354:6	and all this week they have been having this, uh, a discussion about that is why, uh, why c n n was	and	and all this week they have been having this, uh, a discussion about that is why, uh, why c n n was	this	the	S		NP-TMP		sw2060_s31_501	week	5	0.0157728706624606	11.8900730333104	1	317 	0.000264303664065874
5645:17	all, all you have --n401514 is like towns built around universities.	all	all, all you have --n401514 is like towns built around universities.		no	S		NP-SBJ	NP-OTHER	sw2061_s76_505	you	38	0.00169923534409516	5.74509217703754	1	22363 	0.01864549791642
5863:16	all, all the major companies get into a, a boating race,	all	all, all the major companies get into a, a boating race,		no	S		NP-SBJ		sw2061_s211_505	companies	1	0.0117647058823529	13.8015363587088	1	85 	7.08700676517328e-05
5927:7	like all these people are just standing, sitting around, just going, you know, like what shall we do --n4067e2.	like	like all these people are just standing, sitting around, just going, you know, like what shall we do --n4067e2.	these	the	S		NP-SBJ		sw2061_s251_502	people	36	0.015880017644464	9.04792163566704	1	2267 	0.0018901463925468
6058:78	but what they do --n40908d is, what they did --n4090a8, i don't know, is buy all the parts that i b m would throw --n4090f7 away. and build an i b m p c with all the parts that i b m would throw --n40914e away.	buy	buy all the parts that i b m would throw --n4090f7 away	the	the	VP		NP	NP-OBJ	sw2061_s334_529	parts	7	0.102941176470588	14.1277645910298	1	68 	5.66960541213863e-05
6058:133	but what they do --n40908d is, what they did --n4090a8, i don't know, is buy all the parts that i b m would throw --n4090f7 away. and build an i b m p c with all the parts that i b m would throw --n40914e away.	with	with all the parts that i b m would throw --n40914e away	the	the	PP		NP	NP-OTHER	sw2061_s334_542	parts	7	0.102941176470588	14.1277645910298	1	68 	5.66960541213863e-05
6083:23	they buy all, all the things that i b m throws --n4098af away	all	buy all, all the things that i b m throws --n4098af away		no	VP		NP	NP-OTHER	sw2061_s349_507	things	56	0.0319634703196347	9.41989041305399	1	1752 	0.00146075715912748
6104:47	and then when you tried --n40a0ba to erase and correct, you know, all the errors in your voice --n40a0f9, it takes up all your memory.	know	erase and correct, you know, all the errors in your voice --n40a0f9	the	the	VP		NP	NP-OTHER	sw2061_s364_515	errors	1	0.25	18.6088912807664	1	4 	3.33506200714037e-06
6104:76	and then when you tried --n40a0ba to erase and correct, you know, all the errors in your voice --n40a0f9, it takes up all your memory.	up	takes up all your memory	your	the	VP		NP	NP-OTHER	sw2061_s364_523	memory	1	0.0588235294117647	16.1938537814876	1	17 	1.41740135303466e-05
6310:88	they work up this whole big, you know, proposal, profile --n403a74 for you, that, ev-, all the things that you need --n403abf to work on --n403ad2 and you need --n403ae5 to do --n403af4.	ev-	work up this whole big, you know, proposal, profile --n403a74 for you, that, ev-, all the things that you need --n403abf to work on --n403ad2 and you need --n403ae5 to do --n403af4		no	VP		NP-N403A74	NP-OTHER	sw2062_s83_526	things	56	0.0319634703196347	9.41989041305399	1	1752 	0.00146075715912748
6342:5	all this is going --n405052 to do --n405061 is give you a little spending money while you're there.				no			NP-SBJ	NP-OTHER	sw2062_s108_501	this	25	0.00941265060240964	8.81935763579603	1	2656 	0.0022144811727412
6353:22	she said, now, do you all want him to go to a, a state college or a private college.	you	you all	want	no	NP-SBJ		NP-SBJ		sw2062_s114_505							
6516:38	and we, sure, our country, all countries sure need help	country	and we, sure, our country, all countries sure need help	countries	no	S		NP-SBJ		sw2065_s10_512	countries	5	0.0549450549450549	13.7020006851579	1	91 	7.58726606624434e-05
6558:50	i, guess i was of age when the peace corps came in, and all that --n401774.	and	came in, and all that --n401774	that	the	VP		NP-ETC		sw2065_s35_516	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
6591:122	but it --n402021 might be interesting to see what --n402044 would happen if you took kids at a, and then took then to another country instead of having being exposed --n4020a3 to all the drugs and violence and sex and everything here, and take them to some other country that --n4020fa had different moral values, like saudi arabia where they couldn't drink --n402135.	to	to all the drugs and violence and sex and everything here	the	the	PP		NP	NP-OTHER	sw2065_s55_544	everything	3	0.00538599640933573	11.074912708764	1	557 	0.000464407384494296
6689:73	i think it might build jobs for people, you know, that --n40465c were administrating and running and training and coordinating and all that,	and	administrating and running and training and coordinating and all that	that	the	VP		NP-ETC		sw2065_s117_523	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
6724:13	they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported --n405390 --n405397,	send	send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported --n405390 --n405397	the	the	VP		NP	NP-OBJ	sw2065_s138_504	people	36	0.015880017644464	9.04792163566704	1	2267 	0.0018901463925468
6783:57	they wanted --n4070c6 to start like a club for the teenagers, instead of, they said, all these gangs kids could join --n407125 to belong.	said	instead of, they said, all these gangs	these	the	PP		NP	NP-OTHER	sw2065_s177_518	gangs	1	0.125	17.3864988594299	1	8 	6.67012401428074e-06
6819:87	if you want --n407e61 to go to school outside the country, and many salvadorians did, they'd go to school in cornell, iowa, of all places,	of	of all places	places	no	PP		NP	NP-OTHER	sw2065_s198_528	places	15	0.0710900473933649	12.4796082638214	1	211 	0.000175924520876654
6829:14	and they had all kinds of, uh, things they could go into --n40834d, agricultural, and you know, really good stuff,	had	had all kinds of, uh, things they could go into --n40834d, agricultural, and you know, really good stuff	kinds	no	VP		NP	NP-OBJ	sw2065_s204_503	kinds	59	0.453846153846154	13.1826265260643	1	130 	0.000108389515232062
6852:43	and they have, --n408dac to be taught --n408dbf the language and customs and all those kinds of things,	and	the language and customs and all those kinds of things	those	the	NP		NP	NP-OTHER	sw2065_s220_509	kinds	59	0.453846153846154	13.1826265260643	1	130 	0.000108389515232062
7143:140	and, uh, i've been involved in making, uh, hat stands and, uh, rag dolls and, uh, different type hats with, uh, flowers and roses, you know, and, uh, that kind of thing, straw hats and, all that kind of stuff.	and	hat stands and, uh, rag dolls and, uh, different type hats with, uh, flowers and roses, you know, and, uh, that kind of thing, straw hats and, all that kind of stuff	that	the	NP		NP	NP-OTHER	sw2072_s5_511	kind	36	0.0167208546214584	9.12239141893093	1	2153 	0.0017950971253433
7309:15	well, we're all skinny farts	're	're all skinny farts	skinny	no	VP		NP-PRD		sw2072_s118_504	farts	1	1	20.1938549843574	1	1 	8.33765501785092e-07
7337:25	well, uh, uh, smoking and all that stuff.	and	smoking and all that stuff	that	the	NP		NP	NP-OTHER	sw2072_s135_504	stuff	76	0.0906921241050119	10.4847699689372	1	838 	0.000698695490495907
7340:3	all that hoedown stuff.			that	the			NP		sw2072_s137_500							
7451:57	since there's so many issues, this one person can believe a lot of different ways on, all of them	on	on, all of them	of	yes	PP-LOC		NP	NP-OTHER	sw2073_s13_515	them	22	0.00826135936913256	8.81555892557566	1	2663 	0.0022203175312537
7793:25	and we had made a list of all these, uh, baseball teams and the cities that they were from --n400d16, mumblex	of	of all these, uh, baseball teams and the cities that they were from --n400d16, mumblex	these	the	PP		NP	NP-OTHER	sw2078_s31_507	teams	2	0.0350877192982456	14.3864988594299	1	57 	4.75246336017502e-05
7857:13	have you seen all those pictures that they're going --n401f5d to put --n401f6c out there.	seen	seen all those pictures that they're going --n401f5d to put --n401f6c out there	those	the	VP		NP	NP-OBJ	sw2078_s74_503	pictures	3	0.136363636363636	15.8015363587088	1	22 	1.8342841039272e-05
8042:7	and all i do --n40519f is --n4051aa teach reading all day long,	and	and all i do --n40519f is --n4051aa teach reading all day long,		no	S		NP-SBJ	NP-OTHER	sw2078_s184_501	i	42	0.00110424608912843	4.9788517281103	1	38035 	0.031712270860396
8042:37	and all i do --n40519f is --n4051aa teach reading all day long,	reading	teach reading all day long	day	no	VP		NP	NP-IOBJ	sw2078_s184_515	day	51	0.0731707317073171	10.7509102856388	1	697 	0.000581134554744209
8135:37	and, uh, and she was telling me all her problems, you know,	me	telling me all her problems, you know	her	the	VP		NP	NP-IOBJ	sw2078_s240_510	problems	4	0.0173160173160173	12.3483637305432	1	231 	0.000192599830912356
8140:43	did she, did she, did you all not talk about the topic at all.		you all	not	no	NP-SBJ		NP-SBJ	NP-IOBJ	sw2078_s242_512							
8158:13	because we go all the time,	go	go all the time	the	the	VP		NP-TMP		sw2078_s254_504	time	146	0.077991452991453	9.32425993824677	1	1872 	0.00156080901934169
8176:56	and he, he said he didn't think it should have gotten all those awards,	gotten	gotten all those awards	those	the	VP		NP	NP-OBJ	sw2078_s266_519	awards	5	0.277777777777778	16.1063909402372	1	18 	1.50077790321317e-05
8211:20	they want --n408082 to see all the horror movies.	see	see all the horror movies	the	the	VP		NP	NP-OBJ	sw2078_s287_507	movies	11	0.0700636942675159	12.9084515626253	1	157 	0.000130901183780259
8279:21	oh, my mom and dad read all the time.	read	read all the time	the	the	VP		NP-TMP		sw2078_s327_504	time	146	0.077991452991453	9.32425993824677	1	1872 	0.00156080901934169
8365:35	and price-wise, it was great because he did it all himself, you know,	it	it all	himself	no	NP			NP-IOBJ								
8438:51	so that's kind of, we just got with him and told him what all we wanted --n402b33,	what	what all	we	no	WHNP-N402B33		NP	NP-OTHER	sw2079_s80_517							
8477:32	if you're happy with it, that's all that --n40393c counts.	's	's all that --n40393c counts	that	the	VP		NP-PRD	NP-OTHER	sw2079_s105_510	--n40393c			3.18323826337765	1	X 	
8482:10	that's all,	's	's all	,	no	VP		NP-PRD		sw2079_s108_503							
8554:6	so all the money comes from home.	so	so all the money comes from home.	the	the	S		NP-SBJ		sw2092_s31_501	money	27	0.0431309904153355	10.9061414019381	1	626 	0.000521937204117468
8566:25	i, i get all my money out of the teller.	get	get all my money out of the teller	my	the	VP		NP	NP-OBJ	sw2092_s38_508	money	27	0.0431309904153355	10.9061414019381	1	626 	0.000521937204117468
8669:56	you know, anywhere from, um, local area networks, metropolitan area networks, you know, all that,	know	local area networks, metropolitan area networks, you know, all that	that	the	NP		NP	NP-OTHER	sw2092_s99_508	that	106	0.0047372184483375	5.74425371956121	1	22376 	0.0186563368679432
8716:71	we've got a, several credit cards that sometimes, um, instead of --n404672 paying --n40467d them all off every month maybe you have --n4046a4 to slip some and you pay part of it this month and part of it next month especially around christmas time.	them	--n40467d them all	off	no	NP		NP	NP-IOBJ	sw2092_s129_520	month	1	0.00469483568075117	12.4659333269244	1	213 	0.000177592051880225
8766:12	and you spend all this money on all these people,	spend	spend all this money on all these people	this	the	VP		NP	NP-OBJ	sw2092_s161_503	money	27	0.0431309904153355	10.9061414019381	1	626 	0.000521937204117468
8766:22	and you spend all this money on all these people,	on	on all these people	these	the	PP		NP	NP-OTHER	sw2092_s161_505	people	36	0.015880017644464	9.04792163566704	1	2267 	0.0018901463925468
8957:61	first thing that --n402a2c comes to mind is some kind of chain stitch because she starts and goes all the way across, you know, back and forth until she winds up with this big piece of, of afghan.	goes	goes all the way across, you know, back and forth until she winds up with this big piece of, of afghan	the	the	VP		NP	NP-OBJ	sw2093_s67_522	way	40	0.0361990950226244	10.0853293247094	1	1105 	0.000921310879472527
8981:16	we get disconnected --n403242 all the time.		disconnected --n403242 all the time	the	the	VP		NP-TMP		sw2093_s82_505	time	146	0.077991452991453	9.32425993824677	1	1872 	0.00156080901934169
8987:16	i've got kids all over the united states	kids	got kids all over the united states	over	no	NP			NP-OBJ		states	5	0.043859649122807	13.3736748190724	1	114 	9.50492672035005e-05
9009:154	but i, i've got, s-, i've put them, i chop them up and put them in jars and usually give them away because i, there is no way that i can eat all of those --n403ad2	eat	eat all of those --n403ad2	of	yes	VP		NP	NP-OBJ	sw2093_s101_554	those	7	0.00666032350142721	10.1576801689341	1	1051 	0.000876287542376132
9029:15	it seems like all i got --n404576 was,	like	like all i got --n404576 was		no	SBAR		NP-SBJ	NP-OTHER	sw2093_s117_505	i	42	0.00110424608912843	4.9788517281103	1	38035 	0.031712270860396
9034:33	seems like these all, they all went to, uh, to leaf,	they	they all		no	NP-SBJ		NP-SBJ	NP-OTHER	sw2093_s120_511							
